road_segment_id,timestamp,road_health_score,severity_score,priority_score,priority,detection_count,damage_class_counts,avg_confidence,max_severity_score,damage_frame_pct,unique_detections,maintenance_performed,future_road_health,future_priority_score,days_to_next_inspection,days_since_previous_inspection,previous_road_health_score,deterioration_rate,number_of_previous_inspections
ROAD_034,2025-01-18T00:00:00,96,28,21,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.8963,89.63,26.5,1,0,91,28,74,0,96,0.0,0
ROAD_034,2025-04-02T00:00:00,91,29,28,Routine,2,"{""D00"": 1, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.7609,88.73,35.2,2,0,96,20,56,74,96,0.0676,1
ROAD_034,2025-05-28T00:00:00,96,27,20,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.8385,83.85000000000001,44.1,1,0,96,20,57,56,91,-0.0893,2
ROAD_034,2025-07-24T00:00:00,96,27,20,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.7993,79.93,41.8,1,0,79,44,57,57,96,0.0,3
ROAD_034,2025-09-19T00:00:00,79,31,44,Medium,5,"{""D00"": 2, ""D10"": 3, ""D20"": 0, ""D40"": 0}",0.7224,84.21,52.7,5,0,91,28,45,57,96,0.2982,4
ROAD_034,2025-11-03T00:00:00,91,29,28,Routine,2,"{""D00"": 1, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.7418,91.24,50.2,2,0,83,40,51,45,79,-0.2667,5
ROAD_034,2025-12-24T00:00:00,83,27,40,Medium,4,"{""D00"": 3, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.6815,84.08,29.7,4,0,91,33,84,51,91,0.1569,6
ROAD_034,2026-03-18T00:00:00,91,38,33,Routine,2,"{""D00"": 0, ""D10"": 1, ""D20"": 1, ""D40"": 0}",0.884,89.48,34.0,2,0,,,,84,83,-0.0952,7
ROAD_035,2025-01-25T00:00:00,96,30,22,Routine,1,"{""D00"": 0, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.6169,61.69,50.4,1,0,92,27,83,0,96,0.0,0
ROAD_035,2025-04-18T00:00:00,92,28,27,Routine,2,"{""D00"": 1, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.7247,73.98,20.2,2,0,83,44,85,83,96,0.0482,1
ROAD_035,2025-07-12T00:00:00,83,34,44,Medium,4,"{""D00"": 2, ""D10"": 1, ""D20"": 1, ""D40"": 0}",0.8366,87.09,46.4,4,0,79,47,73,85,92,0.1059,2
ROAD_035,2025-09-23T00:00:00,79,37,47,Medium,5,"{""D00"": 2, ""D10"": 2, ""D20"": 0, ""D40"": 1}",0.6778,83.32000000000001,77.7,5,1,100,0,87,73,83,0.0548,3
ROAD_035,2025-12-19T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,91,31,72,87,79,-0.2414,4
ROAD_035,2026-03-01T00:00:00,91,34,31,Routine,2,"{""D00"": 0, ""D10"": 1, ""D20"": 1, ""D40"": 0}",0.668,68.31,14.2,2,0,79,44,82,72,100,0.125,5
ROAD_035,2026-05-22T00:00:00,79,32,44,Medium,5,"{""D00"": 3, ""D10"": 1, ""D20"": 1, ""D40"": 0}",0.7231,81.11,33.1,5,0,79,48,55,82,91,0.1463,6
ROAD_035,2026-07-16T00:00:00,79,39,48,Medium,5,"{""D00"": 0, ""D10"": 3, ""D20"": 2, ""D40"": 0}",0.8343,94.88,77.7,5,0,,,,55,79,0.0,7
ROAD_036,2025-01-12T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,87,35,86,0,100,0.0,0
ROAD_036,2025-04-08T00:00:00,87,29,35,Routine,3,"{""D00"": 2, ""D10"": 0, ""D20"": 1, ""D40"": 0}",0.6939,76.36,65.1,3,0,87,36,32,86,100,0.1512,1
ROAD_036,2025-05-10T00:00:00,87,32,36,Routine,3,"{""D00"": 1, ""D10"": 1, ""D20"": 1, ""D40"": 0}",0.7379,84.64,54.3,3,0,77,55,87,32,87,0.0,2
ROAD_036,2025-08-05T00:00:00,77,51,55,Medium,10,"{""D00"": 2, ""D10"": 2, ""D20"": 4, ""D40"": 2}",0.7205,92.52,16.2,10,0,79,51,82,87,87,0.1149,3
ROAD_036,2025-10-26T00:00:00,79,45,51,Medium,6,"{""D00"": 2, ""D10"": 1, ""D20"": 2, ""D40"": 1}",0.7773,94.46,22.3,6,1,100,0,80,82,77,-0.0244,4
ROAD_036,2026-01-14T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,92,25,45,80,79,-0.2625,5
ROAD_036,2026-02-28T00:00:00,92,23,25,Routine,2,"{""D00"": 2, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.6102,64.11,51.0,2,0,96,18,33,45,100,0.1778,6
ROAD_036,2026-04-02T00:00:00,96,23,18,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.6046,60.46,60.4,1,0,,,,33,92,-0.1212,7
ROAD_037,2025-01-19T00:00:00,96,23,18,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.6185,61.85000000000001,34.1,1,0,96,21,86,0,96,0.0,0
ROAD_037,2025-04-15T00:00:00,96,28,21,Routine,1,"{""D00"": 0, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.5846,58.46,70.0,1,0,88,36,61,86,96,0.0,1
ROAD_037,2025-06-15T00:00:00,88,32,36,Routine,3,"{""D00"": 1, ""D10"": 2, ""D20"": 0, ""D40"": 0}",0.8978,94.21000000000001,12.8,3,0,92,27,60,61,96,0.1311,2
ROAD_037,2025-08-14T00:00:00,92,27,27,Routine,2,"{""D00"": 1, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.6756,74.81,30.7,2,0,91,28,71,60,88,-0.0667,3
ROAD_037,2025-10-24T00:00:00,91,28,28,Routine,2,"{""D00"": 1, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.7365,84.89,71.0,2,0,91,35,70,71,92,0.0141,4
ROAD_037,2026-01-02T00:00:00,91,43,35,Routine,2,"{""D00"": 0, ""D10"": 1, ""D20"": 0, ""D40"": 1}",0.6716,78.01,24.5,2,0,78,49,73,70,91,0.0,5
ROAD_037,2026-03-16T00:00:00,78,40,49,Medium,6,"{""D00"": 0, ""D10"": 3, ""D20"": 3, ""D40"": 0}",0.7879,94.25,45.1,6,1,100,0,83,73,91,0.1781,6
ROAD_037,2026-06-07T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,,,,83,78,-0.2651,7
ROAD_038,2025-01-23T00:00:00,96,28,21,Routine,1,"{""D00"": 0, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.5821,58.209999999999994,72.9,1,0,96,18,48,0,96,0.0,0
ROAD_038,2025-03-12T00:00:00,96,23,18,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.6102,61.019999999999996,24.3,1,0,92,28,90,48,96,0.0,1
ROAD_038,2025-06-10T00:00:00,92,29,28,Routine,2,"{""D00"": 0, ""D10"": 2, ""D20"": 0, ""D40"": 0}",0.6384,71.81,66.1,2,0,83,44,83,90,96,0.0444,2
ROAD_038,2025-09-01T00:00:00,83,34,44,Medium,4,"{""D00"": 1, ""D10"": 2, ""D20"": 1, ""D40"": 0}",0.723,74.45,21.6,4,0,83,40,89,83,92,0.1084,3
ROAD_038,2025-11-29T00:00:00,83,26,40,Medium,4,"{""D00"": 3, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.6773,76.35,18.5,4,0,79,48,31,89,83,0.0,4
ROAD_038,2025-12-30T00:00:00,79,40,48,Medium,5,"{""D00"": 0, ""D10"": 2, ""D20"": 3, ""D40"": 0}",0.7714,93.81,52.6,5,0,87,39,42,31,83,0.129,5
ROAD_038,2026-02-10T00:00:00,87,37,39,Routine,3,"{""D00"": 0, ""D10"": 1, ""D20"": 2, ""D40"": 0}",0.7402,76.53999999999999,60.1,3,0,78,52,57,42,79,-0.1905,6
ROAD_038,2026-04-08T00:00:00,78,46,52,Medium,6,"{""D00"": 2, ""D10"": 1, ""D20"": 2, ""D40"": 1}",0.7858,94.54,49.8,6,1,,,,57,87,0.1579,7
ROAD_039,2025-01-27T00:00:00,91,32,30,Routine,2,"{""D00"": 0, ""D10"": 2, ""D20"": 0, ""D40"": 0}",0.7618,88.37,43.1,2,0,91,29,71,0,91,0.0,0
ROAD_039,2025-04-08T00:00:00,91,30,29,Routine,2,"{""D00"": 0, ""D10"": 2, ""D20"": 0, ""D40"": 0}",0.6719,78.24,49.6,2,0,78,48,85,71,91,0.0,1
ROAD_039,2025-07-02T00:00:00,78,39,48,Medium,5,"{""D00"": 2, ""D10"": 0, ""D20"": 3, ""D40"": 0}",0.7588,90.13,51.9,5,0,82,50,40,85,91,0.1529,2
ROAD_039,2025-08-11T00:00:00,82,45,50,Medium,4,"{""D00"": 0, ""D10"": 1, ""D20"": 2, ""D40"": 1}",0.738,88.84,59.9,4,0,83,47,74,40,78,-0.1,3
ROAD_039,2025-10-24T00:00:00,83,40,47,Medium,4,"{""D00"": 1, ""D10"": 2, ""D20"": 0, ""D40"": 1}",0.7554,84.78,24.7,4,0,77,56,35,74,82,-0.0135,4
ROAD_039,2025-11-28T00:00:00,77,54,56,Medium,10,"{""D00"": 3, ""D10"": 1, ""D20"": 3, ""D40"": 3}",0.7331,93.57,25.9,10,0,78,52,37,35,83,0.1714,5
ROAD_039,2026-01-04T00:00:00,78,46,52,Medium,6,"{""D00"": 2, ""D10"": 1, ""D20"": 2, ""D40"": 1}",0.7789,94.39999999999999,16.0,6,0,77,50,39,37,77,-0.027,6
ROAD_039,2026-02-12T00:00:00,77,41,50,Medium,9,"{""D00"": 4, ""D10"": 2, ""D20"": 3, ""D40"": 0}",0.7406,85.72,65.5,9,0,,,,39,78,0.0256,7
ROAD_040,2025-01-26T00:00:00,96,25,19,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.73,73.0,69.7,1,0,96,19,58,0,96,0.0,0
ROAD_040,2025-03-25T00:00:00,96,25,19,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.7223,72.23,31.9,1,0,95,24,54,58,96,0.0,1
ROAD_040,2025-05-18T00:00:00,95,33,24,Routine,1,"{""D00"": 0, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.7789,77.89,43.3,1,0,92,28,84,54,96,0.0185,2
ROAD_040,2025-08-10T00:00:00,92,30,28,Routine,2,"{""D00"": 1, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.8034,82.06,19.0,2,0,91,31,53,84,95,0.0357,3
ROAD_040,2025-10-02T00:00:00,91,34,31,Routine,2,"{""D00"": 0, ""D10"": 1, ""D20"": 1, ""D40"": 0}",0.6685,68.81,55.4,2,0,77,49,67,53,92,0.0189,4
ROAD_040,2025-12-08T00:00:00,77,40,49,Medium,9,"{""D00"": 2, ""D10"": 5, ""D20"": 2, ""D40"": 0}",0.7691,93.78,43.3,9,0,82,50,43,67,91,0.209,5
ROAD_040,2026-01-20T00:00:00,82,45,50,Medium,4,"{""D00"": 0, ""D10"": 1, ""D20"": 2, ""D40"": 1}",0.765,83.13000000000001,54.7,4,0,78,54,81,43,77,-0.1163,6
ROAD_040,2026-04-11T00:00:00,78,50,54,Medium,10,"{""D00"": 1, ""D10"": 5, ""D20"": 2, ""D40"": 2}",0.7344,91.02,68.8,10,1,,,,81,82,0.0494,7
ROAD_041,2025-01-27T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,83,41,79,0,100,0.0,0
ROAD_041,2025-04-16T00:00:00,83,29,41,Medium,4,"{""D00"": 2, ""D10"": 2, ""D20"": 0, ""D40"": 0}",0.7062,85.92999999999999,39.7,4,0,82,53,73,79,100,0.2152,1
ROAD_041,2025-06-28T00:00:00,82,52,53,Medium,4,"{""D00"": 1, ""D10"": 0, ""D20"": 1, ""D40"": 2}",0.8188,89.68,70.0,4,1,96,21,54,73,83,0.0137,2
ROAD_041,2025-08-21T00:00:00,96,29,21,Routine,1,"{""D00"": 0, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.6342,63.42,72.3,1,0,91,35,88,54,82,-0.2593,3
ROAD_041,2025-11-17T00:00:00,91,42,35,Routine,2,"{""D00"": 0, ""D10"": 0, ""D20"": 2, ""D40"": 0}",0.8581,87.92999999999999,71.4,2,0,87,40,82,88,96,0.0568,4
ROAD_041,2026-02-07T00:00:00,87,40,40,Medium,3,"{""D00"": 1, ""D10"": 0, ""D20"": 1, ""D40"": 1}",0.7692,80.65,54.0,3,0,83,44,50,82,91,0.0488,5
ROAD_041,2026-03-29T00:00:00,83,35,44,Medium,4,"{""D00"": 2, ""D10"": 0, ""D20"": 2, ""D40"": 0}",0.797,92.92,74.6,4,0,78,55,71,50,87,0.08,6
ROAD_041,2026-06-08T00:00:00,78,52,55,Medium,5,"{""D00"": 0, ""D10"": 0, ""D20"": 2, ""D40"": 3}",0.6551,85.92999999999999,69.9,5,0,,,,71,83,0.0704,7
ROAD_042,2025-01-06T00:00:00,91,31,29,Routine,2,"{""D00"": 0, ""D10"": 2, ""D20"": 0, ""D40"": 0}",0.6907,79.71000000000001,42.8,2,0,79,43,85,0,91,0.0,0
ROAD_042,2025-04-01T00:00:00,79,30,43,Medium,5,"{""D00"": 3, ""D10"": 2, ""D20"": 0, ""D40"": 0}",0.7746,93.72,33.7,5,1,100,0,59,85,91,0.1412,1
ROAD_042,2025-05-30T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,92,27,39,59,79,-0.3559,2
ROAD_042,2025-07-08T00:00:00,92,27,27,Routine,2,"{""D00"": 2, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.7978,92.05,72.5,2,0,91,28,50,39,100,0.2051,3
ROAD_042,2025-08-27T00:00:00,91,28,28,Routine,2,"{""D00"": 1, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.7168,86.92999999999999,28.2,2,0,91,38,75,50,92,0.02,4
ROAD_042,2025-11-10T00:00:00,91,48,38,Routine,2,"{""D00"": 0, ""D10"": 0, ""D20"": 1, ""D40"": 1}",0.7725,94.55,16.6,2,0,77,50,85,75,91,0.0,5
ROAD_042,2026-02-03T00:00:00,77,41,50,Medium,10,"{""D00"": 4, ""D10"": 1, ""D20"": 5, ""D40"": 0}",0.7326,92.17,21.4,10,0,77,49,79,85,91,0.1647,6
ROAD_042,2026-04-23T00:00:00,77,40,49,Medium,9,"{""D00"": 3, ""D10"": 3, ""D20"": 3, ""D40"": 0}",0.7252,87.03999999999999,13.3,9,0,,,,79,77,0.0,7
ROAD_043,2025-01-15T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,92,26,66,0,100,0.0,0
ROAD_043,2025-03-22T00:00:00,92,26,26,Routine,2,"{""D00"": 2, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.7813,84.61999999999999,59.3,2,0,78,48,50,66,100,0.1212,1
ROAD_043,2025-05-11T00:00:00,78,39,48,Medium,5,"{""D00"": 1, ""D10"": 2, ""D20"": 2, ""D40"": 0}",0.7718,93.67,57.2,5,0,83,42,74,50,92,0.28,2
ROAD_043,2025-07-24T00:00:00,83,30,42,Medium,4,"{""D00"": 1, ""D10"": 3, ""D20"": 0, ""D40"": 0}",0.7167,87.64,73.2,4,0,78,54,77,74,78,-0.0676,3
ROAD_043,2025-10-09T00:00:00,78,50,54,Medium,5,"{""D00"": 0, ""D10"": 1, ""D20"": 2, ""D40"": 2}",0.6699,78.83,50.3,5,1,100,0,65,77,83,0.0649,4
ROAD_043,2025-12-13T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,100,0,60,65,78,-0.3385,5
ROAD_043,2026-02-11T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,92,27,71,60,100,0.0,6
ROAD_043,2026-04-23T00:00:00,92,27,27,Routine,2,"{""D00"": 2, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.7894,89.14,60.1,2,0,,,,71,100,0.1127,7
ROAD_044,2025-01-27T00:00:00,96,23,18,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.6329,63.29,58.3,1,0,100,0,35,0,96,0.0,0
ROAD_044,2025-03-03T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,92,26,42,35,96,-0.1143,1
ROAD_044,2025-04-14T00:00:00,92,25,26,Routine,2,"{""D00"": 2, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.7273,82.08,22.2,2,0,96,25,85,42,100,0.1905,2
ROAD_044,2025-07-08T00:00:00,96,37,25,Routine,1,"{""D00"": 0, ""D10"": 0, ""D20"": 1, ""D40"": 0}",0.6407,64.07000000000001,49.3,1,0,82,47,61,85,92,-0.0471,3
ROAD_044,2025-09-07T00:00:00,82,40,47,Medium,4,"{""D00"": 0, ""D10"": 1, ""D20"": 3, ""D40"": 0}",0.8102,89.14,18.3,4,0,87,35,43,61,96,0.2295,4
ROAD_044,2025-10-20T00:00:00,87,29,35,Routine,3,"{""D00"": 1, ""D10"": 2, ""D20"": 0, ""D40"": 0}",0.7381,93.78999999999999,22.0,3,0,78,52,47,43,82,-0.1163,5
ROAD_044,2025-12-06T00:00:00,78,46,52,Medium,5,"{""D00"": 1, ""D10"": 1, ""D20"": 2, ""D40"": 1}",0.8367,93.07,56.2,5,0,78,46,71,47,87,0.1915,6
ROAD_044,2026-02-15T00:00:00,78,35,46,Medium,8,"{""D00"": 2, ""D10"": 4, ""D20"": 2, ""D40"": 0}",0.7013,90.42999999999999,31.3,8,0,,,,71,78,0.0,7
ROAD_045,2025-01-21T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,96,21,37,0,100,0.0,0
ROAD_045,2025-02-27T00:00:00,96,28,21,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.8722,87.22,79.2,1,0,96,20,66,37,100,0.1081,1
ROAD_045,2025-05-04T00:00:00,96,27,20,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.8357,83.57,46.4,1,0,96,23,45,66,96,0.0,2
ROAD_045,2025-06-18T00:00:00,96,33,23,Routine,1,"{""D00"": 0, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.8347,83.47,68.0,1,0,92,27,35,45,96,0.0,3
ROAD_045,2025-07-23T00:00:00,92,28,27,Routine,2,"{""D00"": 1, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.7407,78.36999999999999,54.6,2,0,91,28,58,35,96,0.1143,4
ROAD_045,2025-09-19T00:00:00,91,29,28,Routine,2,"{""D00"": 0, ""D10"": 2, ""D20"": 0, ""D40"": 0}",0.599,60.08,24.9,2,0,87,34,60,58,92,0.0172,5
ROAD_045,2025-11-18T00:00:00,87,27,34,Routine,3,"{""D00"": 2, ""D10"": 0, ""D20"": 1, ""D40"": 0}",0.5841,59.709999999999994,20.0,3,0,92,32,80,60,91,0.0667,6
ROAD_045,2026-02-06T00:00:00,92,38,32,Routine,2,"{""D00"": 0, ""D10"": 1, ""D20"": 1, ""D40"": 0}",0.888,89.82,39.2,2,0,,,,80,87,-0.0625,7
ROAD_046,2025-01-27T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,96,18,68,0,100,0.0,0
ROAD_046,2025-04-05T00:00:00,96,23,18,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.6096,60.96,61.0,1,0,92,31,35,68,100,0.0588,1
ROAD_046,2025-05-10T00:00:00,92,35,31,Routine,2,"{""D00"": 1, ""D10"": 0, ""D20"": 1, ""D40"": 0}",0.8831,93.32000000000001,50.0,2,0,83,42,80,35,96,0.1143,2
ROAD_046,2025-07-29T00:00:00,83,31,42,Medium,4,"{""D00"": 1, ""D10"": 3, ""D20"": 0, ""D40"": 0}",0.6707,85.02,47.3,4,0,92,30,50,80,92,0.1125,3
ROAD_046,2025-09-17T00:00:00,92,33,30,Routine,2,"{""D00"": 0, ""D10"": 1, ""D20"": 1, ""D40"": 0}",0.656,71.6,17.0,2,0,88,33,40,50,83,-0.18,4
ROAD_046,2025-10-27T00:00:00,88,27,33,Routine,3,"{""D00"": 2, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.7303,82.14,67.9,3,0,87,36,37,40,92,0.1,5
ROAD_046,2025-12-03T00:00:00,87,31,36,Routine,3,"{""D00"": 1, ""D10"": 1, ""D20"": 1, ""D40"": 0}",0.6915,71.28,77.4,3,0,76,53,73,37,88,0.027,6
ROAD_046,2026-02-14T00:00:00,76,46,53,Medium,10,"{""D00"": 4, ""D10"": 3, ""D20"": 2, ""D40"": 1}",0.8013,94.32000000000001,33.9,10,0,,,,73,87,0.1507,7
ROAD_047,2025-01-30T00:00:00,96,26,20,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.7723,77.23,58.8,1,0,96,23,61,0,96,0.0,0
ROAD_047,2025-04-01T00:00:00,96,33,23,Routine,1,"{""D00"": 0, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.8189,81.89,34.7,1,0,83,42,82,61,96,0.0,1
ROAD_047,2025-06-22T00:00:00,83,31,42,Medium,4,"{""D00"": 1, ""D10"": 3, ""D20"": 0, ""D40"": 0}",0.7701,92.45,73.3,4,0,91,27,75,82,96,0.1585,2
ROAD_047,2025-09-05T00:00:00,91,26,27,Routine,2,"{""D00"": 2, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.7631,77.61,14.6,2,0,79,44,38,75,83,-0.1067,3
ROAD_047,2025-10-13T00:00:00,79,32,44,Medium,5,"{""D00"": 2, ""D10"": 3, ""D20"": 0, ""D40"": 0}",0.8163,90.32,39.4,5,0,77,52,58,38,91,0.3158,4
ROAD_047,2025-12-10T00:00:00,77,46,52,Medium,7,"{""D00"": 3, ""D10"": 1, ""D20"": 2, ""D40"": 1}",0.8358,94.12,58.5,7,1,100,0,80,58,79,0.0345,5
ROAD_047,2026-02-28T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,100,0,49,80,77,-0.2875,6
ROAD_047,2026-04-18T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,,,,49,100,0.0,7
ROAD_048,2025-01-04T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,96,18,56,0,100,0.0,0
ROAD_048,2025-03-01T00:00:00,96,23,18,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.5905,59.050000000000004,55.6,1,0,92,28,73,56,100,0.0714,1
ROAD_048,2025-05-13T00:00:00,92,29,28,Routine,2,"{""D00"": 1, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.7709,78.81,34.9,2,0,79,45,60,73,96,0.0548,2
ROAD_048,2025-07-12T00:00:00,79,33,45,Medium,5,"{""D00"": 3, ""D10"": 2, ""D20"": 0, ""D40"": 0}",0.8101,94.06,54.8,5,0,83,43,42,60,92,0.2167,3
ROAD_048,2025-08-23T00:00:00,83,33,43,Medium,4,"{""D00"": 2, ""D10"": 1, ""D20"": 1, ""D40"": 0}",0.777,91.8,61.4,4,0,79,45,90,42,79,-0.0952,4
ROAD_048,2025-11-21T00:00:00,79,33,45,Medium,5,"{""D00"": 2, ""D10"": 2, ""D20"": 1, ""D40"": 0}",0.7279,91.43,11.5,5,1,96,19,73,90,83,0.0444,5
ROAD_048,2026-02-02T00:00:00,96,25,19,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.6979,69.78999999999999,36.1,1,0,96,21,40,73,79,-0.2329,6
ROAD_048,2026-03-14T00:00:00,96,28,21,Routine,1,"{""D00"": 0, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.6078,60.78,74.7,1,0,,,,40,96,0.0,7
ROAD_049,2025-01-14T00:00:00,96,30,22,Routine,1,"{""D00"": 0, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.6811,68.11,13.7,1,0,96,28,80,0,96,0.0,0
ROAD_049,2025-04-04T00:00:00,96,42,28,Routine,1,"{""D00"": 0, ""D10"": 0, ""D20"": 1, ""D40"": 0}",0.8664,86.64,53.0,1,0,83,44,40,80,96,0.0,1
ROAD_049,2025-05-14T00:00:00,83,34,44,Medium,4,"{""D00"": 1, ""D10"": 2, ""D20"": 1, ""D40"": 0}",0.745,77.85,75.5,4,0,91,28,53,40,96,0.325,2
ROAD_049,2025-07-06T00:00:00,91,28,28,Routine,2,"{""D00"": 1, ""D10"": 1, ""D20"": 0, ""D40"": 0}",0.7055,72.04,42.7,2,0,79,48,56,53,83,-0.1509,3
ROAD_049,2025-08-31T00:00:00,79,40,48,Medium,5,"{""D00"": 1, ""D10"": 1, ""D20"": 3, ""D40"": 0}",0.7153,94.94,62.7,5,0,76,59,77,56,91,0.2143,4
ROAD_049,2025-11-16T00:00:00,76,58,59,Medium,6,"{""D00"": 1, ""D10"": 1, ""D20"": 1, ""D40"": 3}",0.8509,94.57,31.4,6,1,96,19,77,77,79,0.039,5
ROAD_049,2026-02-01T00:00:00,96,24,19,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.6699,66.99000000000001,51.1,1,0,95,22,66,77,76,-0.2597,6
ROAD_049,2026-04-08T00:00:00,95,30,22,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.9155,91.55,50.2,1,0,,,,66,96,0.0152,7
ROAD_050,2025-01-07T00:00:00,100,0,0,Routine,0,"{""D00"": 0, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.0,0.0,0.0,0,0,92,25,51,0,100,0.0,0
ROAD_050,2025-02-27T00:00:00,92,24,25,Routine,2,"{""D00"": 2, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.6989,82.0,77.4,2,0,92,25,48,51,100,0.1569,1
ROAD_050,2025-04-16T00:00:00,92,24,25,Routine,2,"{""D00"": 2, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.6795,75.74,39.3,2,0,96,20,77,48,92,0.0,2
ROAD_050,2025-07-02T00:00:00,96,26,20,Routine,1,"{""D00"": 1, ""D10"": 0, ""D20"": 0, ""D40"": 0}",0.7399,73.99,52.3,1,0,87,36,90,77,92,-0.0519,3
ROAD_050,2025-09-30T00:00:00,87,31,36,Routine,3,"{""D00"": 0, ""D10"": 3, ""D20"": 0, ""D40"": 0}",0.7312,94.64,16.4,3,0,79,43,71,90,96,0.1,4
